USDPUSDT||True|||||||||||2
USDPUSDT||False|||||||||||3
USDPUSDT||True|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|3
USDPUSDT|0100000000|False|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|2
USDPUSDT|0010000000|True|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0 - -0,25|1
USDPUSDT|1001000000|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|1
USDPUSDT|0100100000|True|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|1010010000|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0101001000|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0010100100|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0001010010|False|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0000101001|True|0 - -0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|1000010100|False|0,0 - 0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0100001010|False|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|1
USDPUSDT|0010000101|True|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0 - -0,25|1
USDPUSDT|1001000010|False|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|1
USDPUSDT|0100100001|False|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0010010000|False|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|1
USDPUSDT|0001001000|False|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|1
USDPUSDT|0000100100|False|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0000010010|False|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0000001001|False|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0000000100|False|0 - -0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|1
USDPUSDT|0000000010|True|0 - -0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|1
USDPUSDT|1000000001|False|0,0 - 0,25|0 - -0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|1
USDPUSDT|0100000000|False|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|1
USDPUSDT|0010000000|True|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|1
USDPUSDT|1001000000|True|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|1
USDPUSDT|1100100000|False|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0110010000|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|1
USDPUSDT|0011001000|False|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0 - -0,25|1
USDPUSDT|0001100100|False|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|1
USDPUSDT|0000110010|False|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0000011001|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|1
USDPUSDT|0000001100|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|2
USDPUSDT|0000000110|False|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0000000011|False|0 - -0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0000000001|False|0,0 - 0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0000000000|False|0 - -0,25|0,0 - 0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0000000000|False|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|1
USDPUSDT|0000000000|True|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|1
USDPUSDT|1000000000|False|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|1
USDPUSDT|0100000000|False|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|1
USDPUSDT|0010000000|True|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|1
USDPUSDT|1001000000|False|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|1
USDPUSDT|0100100000|False|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0010010000|False|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0001001000|False|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0000100100|False|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0000010010|False|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0000001001|True|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|1000000100|False|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0100000010|True|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|1010000001|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|1
USDPUSDT|0101000000|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0 - -0,25|1
USDPUSDT|0010100000|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|1
USDPUSDT|0001010000|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|1
USDPUSDT|0000101000|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0 - -0,25|1
USDPUSDT|0000010100|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|1
USDPUSDT|0000001010|True|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|1
USDPUSDT|1000000101|True|0,25 - 0,5|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,25 - 0,5|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|1100000010|False|0,0 - 0,25|0,25 - 0,5|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,5 - 1|0,25 - 0,5|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0110000001|True|0,25 - 0,5|0,0 - 0,25|0,25 - 0,5|0,0 - 0,25|0,0 - 0,25|0,5 - 1|0,5 - 1|0,25 - 0,5|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|1011000000|False|3 - 4|0,25 - 0,5|0,0 - 0,25|0,25 - 0,5|0,0 - 0,25|5 - 7|0,5 - 1|0,5 - 1|0,25 - 0,5|0,0 - 0,25|1
USDPUSDT|0101100000|False|2 - 3|3 - 4|0,25 - 0,5|0,0 - 0,25|0,25 - 0,5|5 - 7|5 - 7|0,5 - 1|0,5 - 1|0,25 - 0,5|1
USDPUSDT|0010110000|True|1 - 2|2 - 3|3 - 4|0,25 - 0,5|0,0 - 0,25|5 - 7|5 - 7|5 - 7|0,5 - 1|0,5 - 1|1
USDPUSDT|1001011000|True|3 - 4|1 - 2|2 - 3|3 - 4|0,25 - 0,5|5 - 7|5 - 7|5 - 7|5 - 7|0,5 - 1|1
USDPUSDT|1100101100|True|2 - 3|3 - 4|1 - 2|2 - 3|3 - 4|7 - 10|5 - 7|5 - 7|5 - 7|5 - 7|1
USDPUSDT|1110010110|True|3 - 4|2 - 3|3 - 4|1 - 2|2 - 3|5 - 7|7 - 10|5 - 7|5 - 7|5 - 7|1
USDPUSDT|1111001011|True|2 - 3|3 - 4|2 - 3|3 - 4|1 - 2|4 - 5|5 - 7|7 - 10|5 - 7|5 - 7|1
USDPUSDT|1111100101|True|1 - 2|2 - 3|3 - 4|2 - 3|3 - 4|4 - 5|4 - 5|5 - 7|7 - 10|5 - 7|1
USDPUSDT|1111110010|True|1 - 2|1 - 2|2 - 3|3 - 4|2 - 3|3 - 4|4 - 5|4 - 5|5 - 7|7 - 10|1
USDPUSDT|1111111001|True|0,5 - 1|1 - 2|1 - 2|2 - 3|3 - 4|2 - 3|3 - 4|4 - 5|4 - 5|5 - 7|1
USDPUSDT|1111111100|True|0,5 - 1|0,5 - 1|1 - 2|1 - 2|2 - 3|3 - 4|2 - 3|3 - 4|4 - 5|4 - 5|1
USDPUSDT|1111111110|True|0,5 - 1|0,5 - 1|0,5 - 1|1 - 2|1 - 2|3 - 4|3 - 4|2 - 3|3 - 4|4 - 5|1
USDPUSDT|1111111111|True|7 - 10|0,5 - 1|0,5 - 1|0,5 - 1|1 - 2|10 - 15|3 - 4|3 - 4|2 - 3|3 - 4|1
USDPUSDT|1111111111|True|15 - 25|7 - 10|0,5 - 1|0,5 - 1|0,5 - 1|25 - 50|10 - 15|3 - 4|3 - 4|2 - 3|1
USDPUSDT|1111111111|True|25 - 50|15 - 25|7 - 10|0,5 - 1|0,5 - 1|50 - 100|25 - 50|10 - 15|3 - 4|3 - 4|1
USDPUSDT|1111111111|False|10 - 15|25 - 50|15 - 25|7 - 10|0,5 - 1|50 - 100|50 - 100|25 - 50|10 - 15|3 - 4|1
USDPUSDT|0111111111|True|25 - 50|10 - 15|25 - 50|15 - 25|7 - 10|50 - 100|50 - 100|50 - 100|25 - 50|10 - 15|1
USDPUSDT|1011111111|False|2 - 3|25 - 50|10 - 15|25 - 50|15 - 25|50 - 100|50 - 100|50 - 100|50 - 100|25 - 50|1
USDPUSDT|0101111111|True|5 - 7|2 - 3|25 - 50|10 - 15|25 - 50|50 - 100|50 - 100|50 - 100|50 - 100|50 - 100|1
USDPUSDT|1010111111|False|2 - 3|5 - 7|2 - 3|25 - 50|10 - 15|50 - 100|50 - 100|50 - 100|50 - 100|50 - 100|1
USDPUSDT|0101011111|True|1 - 2|2 - 3|5 - 7|2 - 3|25 - 50|10 - 15|50 - 100|50 - 100|50 - 100|50 - 100|1
USDPUSDT|1010101111|False|1 - 2|1 - 2|2 - 3|5 - 7|2 - 3|25 - 50|10 - 15|50 - 100|50 - 100|50 - 100|1
USDPUSDT|0101010111|False|0,5 - 1|1 - 2|1 - 2|2 - 3|5 - 7|2 - 3|25 - 50|10 - 15|50 - 100|50 - 100|1
USDPUSDT|0010101011|False|0,5 - 1|0,5 - 1|1 - 2|1 - 2|2 - 3|5 - 7|2 - 3|25 - 50|10 - 15|50 - 100|1
USDPUSDT|0001010101|False|50 - 100|0,5 - 1|0,5 - 1|1 - 2|1 - 2|2 - 3|5 - 7|2 - 3|25 - 50|10 - 15|1
USDPUSDT|0000101010|False|15 - 25|50 - 100|0,5 - 1|0,5 - 1|1 - 2|-25 - -50|2 - 3|5 - 7|2 - 3|25 - 50|1
USDPUSDT|0000010101|True|15 - 25|15 - 25|50 - 100|0,5 - 1|0,5 - 1|-25 - -50|-25 - -50|2 - 3|5 - 7|2 - 3|1
USDPUSDT|1000001010|False|2 - 3|15 - 25|15 - 25|50 - 100|0,5 - 1|-25 - -50|-25 - -50|-25 - -50|2 - 3|5 - 7|1
USDPUSDT|0100000101|True|4 - 5|2 - 3|15 - 25|15 - 25|50 - 100|-25 - -50|-25 - -50|-25 - -50|-25 - -50|2 - 3|1
USDPUSDT|1010000010|False|1 - 2|4 - 5|2 - 3|15 - 25|15 - 25|0 - -0,25|-25 - -50|-25 - -50|-25 - -50|-25 - -50|1
USDPUSDT|0101000001|True|0,5 - 1|1 - 2|4 - 5|2 - 3|15 - 25|-5 - -7|0 - -0,25|-25 - -50|-25 - -50|-25 - -50|1
USDPUSDT|1010100000|False|1 - 2|0,5 - 1|1 - 2|4 - 5|2 - 3|1 - 2|-5 - -7|0 - -0,25|-25 - -50|-25 - -50|1
USDPUSDT|0101010000|False|0,5 - 1|1 - 2|0,5 - 1|1 - 2|4 - 5|0,0 - 0,25|1 - 2|-5 - -7|0 - -0,25|-25 - -50|1
USDPUSDT|0010101000|False|0,25 - 0,5|0,5 - 1|1 - 2|0,5 - 1|1 - 2|0 - -0,25|0,0 - 0,25|1 - 2|-5 - -7|0 - -0,25|1
USDPUSDT|0001010100|True|0,25 - 0,5|0,25 - 0,5|0,5 - 1|1 - 2|0,5 - 1|0 - -0,25|0 - -0,25|0,0 - 0,25|1 - 2|-5 - -7|1
USDPUSDT|1000101010|False|0,0 - 0,25|0,25 - 0,5|0,25 - 0,5|0,5 - 1|1 - 2|0 - -0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|1 - 2|1
USDPUSDT|0100010101|True|0,0 - 0,25|0,0 - 0,25|0,25 - 0,5|0,25 - 0,5|0,5 - 1|-0,25 - -0,5|0 - -0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|1
USDPUSDT|1010001010|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,25 - 0,5|0,25 - 0,5|0 - -0,25|-0,25 - -0,5|0 - -0,25|0 - -0,25|0 - -0,25|1
USDPUSDT|0101000101|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,25 - 0,5|0,0 - 0,25|0 - -0,25|-0,25 - -0,5|0 - -0,25|0 - -0,25|1
USDPUSDT|0010100010|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|-0,25 - -0,5|0 - -0,25|1
USDPUSDT|0001010001|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|-0,25 - -0,5|1
USDPUSDT|0000101000|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|1
USDPUSDT|0000010100|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0000001010|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0000000101|True|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|1000000010|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|3
USDPUSDT|0100000001|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|3
USDPUSDT|0010000000|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|5
USDPUSDT|0001000000|True|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|2
USDPUSDT|1000100000|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0100010000|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0010001000|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0001000100|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0000100010|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0000010001|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0000001000|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|4
USDPUSDT|0000000100|True|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|2
USDPUSDT|0010100001|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|2
USDPUSDT|0001010000|True|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|2
USDPUSDT|1000101000|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|2
USDPUSDT|0100010100|True|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|1010001010|True|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|1101000101|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0110100010|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0011010001|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0001101000|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0000110100|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0000011010|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0000001101|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0000000110|True|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|1000000011|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|1
USDPUSDT|0100000001|False|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|1
